SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
1,IE820258,9939667955607636,Yarralumlah,an017573,1952,Argus newspaper collection of photographs.
1,IE687650,9939655549007636,"Australian War Memorial, Canberra",an017557,1953,Argus newspaper collection of photographs.
1,IE818901,9939650023107636,"Australian War Memorial, Canberra",an017561,1941,Argus newspaper collection of photographs.
1,IE670299,9939669132907636,Effects of drought in Victoria,an016938,1942/1948,Argus newspaper collection of photographs.
1,IE652302,9939656193307636,"Lew Hoad, Australian tennis player in England",an017677,1953,Argus newspaper collection of photographs.
1,IE661510,9939658489507636,Lane next to Harvey home where Neil and his brothers learned to play cricket,an017808,1950,Argus newspaper collection of photographs.
1,IE777352,9939650513507636,Maxine and Bill MacDonald in and around the homestead at Fossil Downs,an016902,1952/1955,Argus newspaper collection of photographs.
1,IE636470,9939648673207636,Maxine and Bill MacDonald in and around the homestead at Fossil Downs,an016901,1952/1955,Argus newspaper collection of photographs.
1,IE682431,9939656668107636,Maxine and Bill MacDonald in and around the homestead at Fossil Downs,an016899,1952/1955,Argus newspaper collection of photographs.
1,IE670264,9939658493207636,Maxine and Bill MacDonald in and around the homestead at Fossil Downs,an016897,1952/1955,Argus newspaper collection of photographs.
1,IE636386,9939650482607636,Maxine and Bill MacDonald in and around the homestead at Fossil Downs,an016900,1952/1955,Argus newspaper collection of photographs.
1,IE691749,9939650094907636,"Australian cricket captain, Ian Johnson, bowling, batting and fielding",an017441,1946/1954,Argus newspaper collection of photographs.
1,IE783343,9939659716707636,"St. John the Baptist, Church of England, Canberra",an017570,1938/1954,Argus newspaper collection of photographs.
1,IE676686,9939669498807636,Chimpanzees and other primates at Melbourne Zoo,an018029,1929/1950,Argus newspaper collection of photographs.
1,IE159320,9917900433607636,[Hoad walking into tent],an017707,1954,Argus newspaper collection of photographs.
1,IE159349,9917900593607636,"Lewis Hoad, 15 yr [i.e. year] old boy competing at Kooyong in Inter State Tennis",an017715,1946/1952,Argus newspaper collection of photographs.
1,IE163284,9917894013607636,Chinese children [at] Carlton State School,an017272,1947,Argus newspaper collection of photographs.
1,IE164269,9917899013607636,Bradman at the test,an017655,1953,Argus newspaper collection of photographs.
1,IE164359,9917896263607636,Southern visitors to Lone Pine were interested in the Bachelors quarters.,an017067,1950,Argus newspaper collection of photographs.
1,IE164664,9917898473607636,"Ian Johnson, Aust. cricketer, gets his fans properly queued up for autographs at Sydney Cricket Ground",an017645,1951,Argus newspaper collection of photographs.
1,IE164204,9917894553607636,"Mataranka, a Northern Territory railway station - the siding for Elsey cattle station",an017329,1933/1939,Argus newspaper collection of photographs.
1,IE164211,9917896253607636,Koala [with young],an017066,1937,Argus newspaper collection of photographs.
1,IE168017,9917898823607636,"Len Hutton, Eng. [i.e. English] cricketer, spent the time at Essendon having a good old cup of tea as the plane was delayed 45 minutes",an017654,1951,Argus newspaper collection of photographs.
1,IE171080,9917896503607636,"[Brighton Beach Baths, storm damage]",an017523,1951,Argus newspaper collection of photographs.
1,IE171121,9917893133607636,"[Crowd consisting of women and small children waiting in a queue on the footpath, possibly to enter the Esquire Theatre, Bourke Street, Melbourne]",an017248,1950/1954,Argus newspaper collection of photographs.
1,IE172471,9917894073607636,"Fijian Harold Sylvester Singh showing his brother Bruce, 8, the Bachelor of Medicine and Bachelor of Surgery Diplomas awarded him at the Diploma conferring ceremony at the Sydney University yesterday June 16 [1954]",an017274,16/06/1954,Argus newspaper collection of photographs.
1,IE173979,9917893753607636,"[Man in business suit, overcoat and hat walking on footpath, a large, uprooted tree just behind him]",an017267,1954-11,Argus newspaper collection of photographs.
1,IE175066,9917898853607636,"John Landy receives the Helms World Trophy for amateur sport at the Town Hall [Melbourne, Vic.]",an017850,1951/1954,Argus newspaper collection of photographs.
1,IE169670,9917895033607636,Some of the watches and the cases in which they are hidden,an017293,1946/1952,Argus newspaper collection of photographs.
1,IE171011,9917895883607636,"Old Tower Hotel, Burwood Road, Auburn, tower being pulled down",an017509,1954,Argus newspaper collection of photographs.
1,IE170987,9917893463607636,Mud driver ... pushing their trucks through under all conditions,an017231,1940/1946,Argus newspaper collection of photographs.
1,IE171315,9939651904407636,Booksellers,an017499,1947/1952,Argus newspaper collection of photographs.
1,IE175258,9917898903607636,John Landy (Geelong Guild) leading the field in the first lap of the Men's Invitation 1500 meters event - Amateur athletic meeting at Malvern [Vic.],an017851,1950/1954,Argus newspaper collection of photographs.
1,IE175190,9917900723607636,Hoad loses to Drobny,an017722,1953,Argus newspaper collection of photographs.
1,IE175215,9917898843607636,"John Landy, athlete",an017849,1951/1954,Argus newspaper collection of photographs.
1,IE171213,9917893353607636,Bill Robinson - Gembrook bullocky,an017253,1951,Argus newspaper collection of photographs.
1,IE170813,9939650040407636,"Fodder consignment being unloaded at Victoria Dock, Melbourne",an016925,1942/1948,Argus newspaper collection of photographs.
1,IE172369,9917899053607636,Len Hutton practising at M.C.C. for 3rd test,an017658,1946,Argus newspaper collection of photographs.
1,IE175828,9917903233607636,"Neil Harvey, Aust. cricketer",an017800,1948,Argus newspaper collection of photographs.
1,IE176201,9917896143607636,[Building being demolished],an017518,1953,Argus newspaper collection of photographs.
1,IE177969,9917898063607636,"Sole Bros. Circus goes to N.Z. by sea. Glamourous 25 year old Betty, (the leading elephant) being loaded up the gangplank at St. [?] today",an017121,1953,Argus newspaper collection of photographs.
1,IE177793,9917894813607636,[Black Rock State School fife band],an017997,1945/1951,Argus newspaper collection of photographs.
1,IE177909,9917898273607636,With her fourteen-day old chicks this penguin poses for holiday crowds visiting one of the rookeries at night.,an017128,1947,Argus newspaper collection of photographs.
1,IE180428,9939649626907636,Dogs with points marked on images,an017159,1946/1947,Argus newspaper collection of photographs.
1,IE652448,9917899833607636,[Jennifer Staley playing tennis in Sydney and Melbourne],an017689,1954,Argus newspaper collection of photographs.
1,IE659574,9939656155907636,Scenes of drought in Victoria,an016922,1942/1948,Argus newspaper collection of photographs.
1,IE636380,9917897353607636,Oronsay arrivals,an017548,1953,Argus newspaper collection of photographs.
1,IE622527,9917902603607636,Ken McGregor [signing an autograph on top of a straw hat being worn by a schoolboy],an017784,1953,Argus newspaper collection of photographs.
1,IE636587,9917897113607636,"A large sea lion which invaded the Derwent estuary on Saturday objected noisily to being photographed on Red Chapel Beach, Sandy Bay.",an017095,1942/1948,Argus newspaper collection of photographs.
1,IE636572,9917899673607636,Hand feeding cattle on Claude McNamara's farm on the soldiers settlement at Wurt Wurt Koort,an016936,1947/1953,Argus newspaper collection of photographs.
1,IE641057,9917903323607636,Off for the test,an017805,1951,Argus newspaper collection of photographs.
1,IE640744,9917902523607636,"Doubly painful loss - Ken McGregor, Australian tennis champion, is a picture of dejection ...",an017781,1852,Argus newspaper collection of photographs.
1,IE626020,9917896983607636,Possession Is [Island],an017090,1930,Argus newspaper collection of photographs.
1,IE164186,9939648585407636,"Charlotte McGibbon, javelin thrower",an017854,1946/1952,Argus newspaper collection of photographs.
1,IE164218,9917892583607636,"Mr W.H. Chapman, assistant engineer, filling 44 gallon drums of pulverised brown coal for shipment to U.S.A.",an017191,1947/1953,Argus newspaper collection of photographs.
1,IE164444,9917896183607636,Koala slightly more than four months old temporarily turned out of its mother's pouch,an017056,1940,Argus newspaper collection of photographs.
1,IE164239,9917896083607636,Koala in crate which is being transferred from French Is. to Quail Is. [Island],an017051,1932/1938,Argus newspaper collection of photographs.
1,IE164546,9917899113607636,Len Hutton signs an autograph for John Clemmett (right with spectacles] John is wearing a Len Hutton Argus badge ...,an017664,1951,Argus newspaper collection of photographs.
1,IE164585,9917896163607636,"[Koala with young on her back, sitting on a post]",an017054,1937/1943,Argus newspaper collection of photographs.
1,IE164608,9917898493607636,[Ian Johnson (Vic.) and R. Hamence (S. Aust.) talking to F/Lt. S. R. Charleton of Christchurch N.],an017647,1946,Argus newspaper collection of photographs.
1,IE164635,9917894543607636,"The siding at Adelaide River, 76 miles from Darwin [N.T.]",an017328,1933/1939,Argus newspaper collection of photographs.
1,IE175751,9939661843207636,Frank Flannery and Frank Johnson in boxing match at the Stadium,an017864,1950/1954,Argus newspaper collection of photographs.
1,IE175736,9917894903607636,[Melbourne Metropolitan Fire Brigade Band],an017998,1944/1950,Argus newspaper collection of photographs.
1,IE175919,9917895193607636,"[Bushfire at Yallourn, Victoria]",an017348,1936/1942,Argus newspaper collection of photographs.
1,IE176083,9917899313607636,Coupons for chaff,an016941,1942/1948,Argus newspaper collection of photographs.
1,IE176040,9917897993607636,"[Bill Petrick looks over his herd at Mt. Swan Station, near Alice Springs]",an016903,1951/1954,Argus newspaper collection of photographs.
1,IE169542,9917895043607636,"Customs officers yesterday counted Â£10,000 worth of pearls seized in the troopship Duntroon on Monday. Customs searchers John O'Connor (left) and John Roache with some of the pearls.",an017294,1946/1952,Argus newspaper collection of photographs.
1,IE169601,9917894423607636,Chinese children in class with Australian kids at Carlton State School,an017278,1949,Argus newspaper collection of photographs.
1,IE167756,9917898693607636,"[Ian Johnson, overseas, being toasted by a group of men sitting and standing at a dining table]",an017649,1954,Argus newspaper collection of photographs.
1,IE167724,9917896273607636,[Building being demolished],an017519,1930/1950,Argus newspaper collection of photographs.
1,IE170841,9917893993607636,A morning's shark catch in the Darwin Harbour,an016850,1938/1944,Argus newspaper collection of photographs.
1,IE171458,9917893183607636,Red gum logs arriving at the timber mill,an017217,1946/1952,Argus newspaper collection of photographs.
1,IE171124,9917898873607636,"[Farmer carting oats, Wimmera, Victoria]",an016919,1941/1947,Argus newspaper collection of photographs.
1,IE167868,9917898483607636,"Wesley College 1st XI., 1936 champions",an017646,1936,Argus newspaper collection of photographs.
1,IE167818,9939660508107636,"The Granites, Central Australia",an016862,1932/1938,Argus newspaper collection of photographs.
1,IE168025,9917903253607636,"Neil Harvey, [Australian] cricketer",an017801,1950,Argus newspaper collection of photographs.
1,IE171176,9917894253607636,Staging camp [Alice Springs],an016860,1944/1950,Argus newspaper collection of photographs.
1,IE178021,9917895453607636,"[Charlie Stanton, drum major]",an018004,1932/1938,Argus newspaper collection of photographs.
1,IE177953,9917896403607636,"Koala [with young, on the ground]",an017078,1940,Argus newspaper collection of photographs.
1,IE180026,9917894773607636,"[Manton Dam, Northern Territory]",an016869,1943/1949,Argus newspaper collection of photographs.
1,IE180065,9917894913607636,[Bandmaster of Launceston Boys' Band],an018000,1948/1954,Argus newspaper collection of photographs.
1,IE687668,9917897213607636,Finger puppets or glove puppets are Peter Leonard's favourite for children's shows,an017546,1951,Argus newspaper collection of photographs.
1,IE687536,9917897303607636,"Puppets in the Just So story of how the elephant got his trunk, on the Peter Leonard's puppet show",an017545,1951,Argus newspaper collection of photographs.
1,IE682578,9939651839007636,Yarralumlah,an017580,1952,Argus newspaper collection of photographs.
1,IE682402,9917897723607636,Canberra civic centre,an017584,1938,Argus newspaper collection of photographs.
1,IE681234,9917897453607636,"[Circus elephant with handler in the Yarra River, South Yarra]",an017108,1953,Argus newspaper collection of photographs.
1,IE704136,9917896913607636,Feeding the sea elephant brought from Antarctic with fish,an017086,1948,Argus newspaper collection of photographs.
1,IE666676,9917899163607636,"[Frank Johnson, British lightweight boxing champion, backstage at the Tivoli, Melbourne, Vic.]",an017867,1950/1954,Argus newspaper collection of photographs.
1,IE649886,9917902543607636,Kramer & McGregor at mike in demonstration to kids at Kooyong,an017782,1951,Argus newspaper collection of photographs.
1,IE670305,9939650323107636,Period swim and beach wear,an017971,1945/1950,Argus newspaper collection of photographs.
1,IE777547,9917897083607636,"Brenda berry, Grange Rd. Toorak with seal at Black Rock this morning. Fisheries & Games Dept. says seals common in bay come from Seal Rocks at entrance to Westernport Bay",an017093,1944/1950,Argus newspaper collection of photographs.
1,IE777626,9917896933607636,I've got my eyes on you - a close-up of a young bull sea elephant enjoying the luxury of a soft tussock grass bed on Heard Island,an017087,1930,Argus newspaper collection of photographs.
1,IE781770,9917901783607636,Top ranking tennis star Lewis Hoad of Australia as he visited actress Julia Adams on the set of The Looters,an017756,1954,Argus newspaper collection of photographs.
1,IE775630,9939657456107636,Scenes of Outback Australia,an017340,1939/1947,Argus newspaper collection of photographs.
1,IE808788,9917899793607636,"Davis Cup Ball at the Palaise de Dance, Judy Miller, Lew Hoad & Jennifer Staley at the Ball",an017686,1953,Argus newspaper collection of photographs.
1,IE805179,9917897023607636,"American Bay in Possession Is [Island] of Crozet Group, Antarctic",an017091,1930,Argus newspaper collection of photographs.
1,IE814582,9917900993607636,"Hoad romps to eastern lawn title, South Orange, N.J.",an017731,1954,Argus newspaper collection of photographs.
1,IE808647,9939650274207636,"Lew Hoad, Australian tennis player in England",an017674,1953,Argus newspaper collection of photographs.
1,IE827982,9917897383607636,Puppet mannequin parade at Myers,an017550,1954,Argus newspaper collection of photographs.
1,IE836157,9917899683607636,Sandy Creek at Coleraine is almost entirely dry,an016933,1948/1954,Argus newspaper collection of photographs.
1,IE836394,9917899603607636,Horses thrive on hay diet,an016931,1942/1948,Argus newspaper collection of photographs.
1,IE675264,9939648801807636,"Merino sheep, on show, at auction and at farms around Australia",an017045,1936/1950,Argus newspaper collection of photographs.
1,IE676638,9917903853607636,Harvey pulls Mansell to square leg for 4,an017832,1953,Argus newspaper collection of photographs.
1,IE731623,9939665935307636,Yarralumlah,an017583,1945,Argus newspaper collection of photographs.
1,IE721543,9918039963607636,Malcolm the spider monkey of Silver's Circus,an018043,1950,Argus newspaper collection of photographs.
1,IE841150,9917903013607636,Australian cricketers in Durban,an017796,1949,Argus newspaper collection of photographs.
1,IE844129,9939659918007636,"Leonard Hutton, opening batsman for the English, batting at the Adelaide Oval in South Australia",an017661,1950,Argus newspaper collection of photographs.
1,IE827767,9917897653607636,"[Australian War Memorial, Canberra]",an017562,1941,Argus newspaper collection of photographs.
1,IE833059,9917897793607636,Queenie quietly munching outside her abode today,an017113,17/10/1944,Argus newspaper collection of photographs.
1,IE800482,9917897813607636,"Betty and Peggy, of the Melbourne zoo, pick up a large bundle of hay in their trunks, and chew off the end with the oats first.",an017114,1939,Argus newspaper collection of photographs.
1,IE800300,9917897583607636,"Wirth's Circus arrives at 9 platform Spencer St. Alice, 102 year-old elephant helps to unload the train",an017109,25/10/1948,Argus newspaper collection of photographs.
1,IE786495,9939654243607636,Scenes of drought in Victoria,an016923,1942/1948,Argus newspaper collection of photographs.
1,IE790936,9917897683607636,Peggy the elephant cools down after work as Betty also cools down,an017110,22/01/1952,Argus newspaper collection of photographs.
1,IE785735,9917896963607636,Monarch of the Harem,an017088,1930,Argus newspaper collection of photographs.
1,IE785619,9917897943607636,Radiolympia opened ... cheapest television set on show,an017439,1949,Argus newspaper collection of photographs.
1,IE795917,9917903353607636,"Neil Harvey, cricketer, and admiring twins Dorothy & Fay McKenzie from Wimmera",an017810,1951,Argus newspaper collection of photographs.
1,IE170829,9917896293607636,Wrecking the seat of learning,an017520,1937,Argus newspaper collection of photographs.
1,IE178149,9939666379307636,Dogs in Australia,an017442,1949/1953,Argus newspaper collection of photographs.
1,IE180473,9917893063607636,"Queue for holiday train seats at the [Victorian] Tourists bureau, taken at 7.45am.",an017241,1945/1951,Argus newspaper collection of photographs.
1,IE602236,9939660156907636,Scenes of Outback Australia,an017336,1939/1947,Argus newspaper collection of photographs.
1,IE177848,9917896003607636,"Queen Mary presents collection to the Victoria and Albert [Museum, London]",an017318,23/04/1952,Argus newspaper collection of photographs.
1,IE178262,9917896673607636,Alice in wonderland at Myers,an017530,1954,Argus newspaper collection of photographs.
1,IE607988,9917897373607636,Peter Scriven puppet show,an017549,1953,Argus newspaper collection of photographs.
1,IE626213,9917897493607636,[English girl June Eaden going on long droving trip with Edna Zigenbine driving cattle across the Northern Territory to Queensland].,an016886,1948/1954,Argus newspaper collection of photographs.
1,IE609390,9917897863607636,"Looking after Dad, Ian Johnson gets a helping hand from his sons to cut the lawns before going down to Albert Park beach for a swim",an017434,1954,Argus newspaper collection of photographs.
1,IE177773,9917898323607636,Punch the fairy penguin taking a dip to cool off at the Hawthorn Town Hall with keeper Mr. J. Pinches. Joan Gardiner and Berry Stence look on.,an017130,25/05/1948,Argus newspaper collection of photographs.
1,IE614988,9917899913607636,Water shortage at Craigieburn,an016945,1951/1954,Argus newspaper collection of photographs.
1,IE649721,9917903373607636,"Baby of the team Neil Harvey, aged nineteen, never lets a Sunday go by without writing home to his mother",an017812,1948,Argus newspaper collection of photographs.
1,IE20807616,9917894443607636,[Overseas students studying in Australia],is015408,1949/1954,Argus newspaper collection of photographs.
1,IE795497,9917903313607636,With Neil Harvey his job as fitter and turner comes first and cricket second ...,an017804,1950,Argus newspaper collection of photographs.
1,IE139096,9917893543607636,[Nightime view of fireworks over Melbourne],an017257,1954,Argus newspaper collection of photographs.
1,IE166598,9917891853607636,[Kitchen in home of Mrs Charles Day],an017964,1943/1949,Argus newspaper collection of photographs. Post World War II
1,IE7556582,9933781293607636,Wooden screen in the Dining Hall of Pembroke College Oxford.,me250046,1847,Album of architectural drawings
1,IE7555140,9933779003607636,Sections of the Dining Hall Pembroke College Oxford.,me250038,1847,Album of architectural drawings
1,IE7556399,9933778743607636,Sketches of design details for the Senior Common Room Parlour chimneypiece.,me250035,1846,Album of architectural drawings
1,IE1273578,9917661073607636,Findlay's India Pale Ale Southern Brewery,is004168,1881/1900,Troedel collection. Advertising posters.
1,IE7556470,9933734083607636,Jamb & Mullion of Bay Windows to Fellows Building.,me250025,1846,Album of architectural drawings
1,IE7557023,9933752273607636,Pembroke College Oxford. Finishings of Bursary & Common Room.,me250028,1846,Album of architectural drawings
1,IE7602883,9933781273607636,New dining Hall. Doorway & Groining of Tower.,me250045,1847,Album of architectural drawings
1,IE7602840,9933779253607636,Dining Hall. Windows of Hall.,me250041,1847,Album of architectural drawings
1,IE7554351,9933781263607636,Pembroke College Oxford. New dining Hall. [Hammer beam roof details].,me250044,1847,Album of architectural drawings
1,IE7554690,9933752393607636,Chimney-Piece.,me250031,1846,Album of architectural drawings
1,IE7555758,9933733633607636,"Pembroke College Oxford, details of alterations to the East Range.",me250023,1846,Album of architectural drawings
1,IE1280448,9918104653607636,Yorick Bacon and Hams,is001590,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1280469,9918104693607636,Rowlands Hop Bitters,is001586,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1281102,9918104673607636,Weaver & Co. Dandelion Ale,is001588,1881/1890,Troedel collection. Miscellaneous posters.
1,IE7557804,9933752213607636,Windows to Tutor's Rooms.,me250026,1846,Album of architectural drawings
1,IE1281333,9918104773607636,I come full speed to tell you Peacock's Jams & Jellies cannot be excelled.,is001582,1881/1890,Troedel collection. Miscellaneous posters.
1,IE7557273,9933752483607636,Caen Stone Chimney Piece.,me250032,1846,Album of architectural drawings
1,IE7557534,9933752313607636,Shields of Chimney Piece in Common Room Pemb Coll.,me250030,1846,Album of architectural drawings
1,IE7554775,9933771593607636,Pembroke College Oxford. Caen Stone Chimney piece for Bursary.,me250034,1846,Album of architectural drawings
1,IE1292663,9920884033607636,A Bush Burial.,is009909,1892,Troedel collection. Miscellaneous posters.
1,IE7554840,9933752243607636,Pemb. Coll. Windows of Two Pair Floor South Front of Fellows' Building,me250027,1846,Album of architectural drawings
1,IE7555798,9933778963607636,New Dining Hall. [Plan].,me250037,1847,Album of architectural drawings
1,IE7557098,9933779073607636,Pembroke College Oxford. New Dining Hall. Lantern.,me250039,1847,Album of architectural drawings
1,IE7557687,9933778843607636,"Elevation of doorway of the Accommodation Building, North Range, Pembroke College Oxford.",me250036,1846,Album of architectural drawings
1,IE7557919,9933779233607636,"Dining Hall Pembroke College Oxford, front elevation.",me250040,1847,Album of architectural drawings
1,IE7555628,9933781233607636,North elevation of Dining Hall Pembroke College Oxford with details.,me250043,1847,Album of architectural drawings
1,IE7557909,9933752283607636,Pembroke College Oxford. Details of Chimney pieces for Bursary & Common Room showing the arrangement of the Mottoes and Coats of Arms,me250029,1846,Album of architectural drawings
1,IE7555125,9933779293607636,Detail sketch of church parapets.,me250042,1840,Album of architectural drawings
1,IE7556485,9933770273607636,Pembroke College Oxford. Finishings of Common Room,me250033,1846,Album of architectural drawings
1,IE7602413,9933734063607636,Doorwary to Fellows Building.,me250024,1846,Album of architectural drawings
1,IE1313190,9919673133607636,The Salvation Army Almanac 1903. Christ taking leave of his mother.,is006637,1902,Troedel collection. Miscellaneous posters.
1,IE1320473,9919756133607636,Druids' Bazaar and raffle,is002830,1880/1890,Troedel collection. Advertising posters.
1,IE1320566,9919662023607636,Denton Hat Coy,is002831,1880/1900,Troedel collection. Advertising posters.
1,IE1322179,9917562083607636,"Grand Opera Carnival Opening Ceremony, December 4th 1886 ... Exhibition Building",is002829,1886,Troedel collection. Theatre posters.
1,IE1332815,9918104543607636,'Crackerjack Cadet' Mouth Organ,is001594,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1349885,9917659263607636,Try the Australian Trent Brewery's Pure Malt & Hop Ales,is004172,1881/1900,Troedel collection. Advertising posters.
1,IE1350003,9917659023607636,Castlemaine Standard Brewing Coy's Fine Ales,is004169,1881/1900,Troedel collection. Advertising posters.
1,IE1350835,9919660333607636,Jude's Musical Recital; MR W.H. JUDE (THE EMINENT COMPOSER),is004181,1901,Troedel collection. Theatre posters.
1,IE1358338,9918104563607636,'Union' Tobacco Dark and Aromatic,is001593,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1358464,9918104273607636,"Australian Moet Non-alcoholic, Prepared by Geo. H. Bennett, Richmond",is001609,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1358608,9918104353607636,Mr George Musgrove's Grand Opera Company Every Evening For particulars see daily papers,is001607,1881/1890,Troedel collection. Theatre posters.
1,IE1358628,9918104103607636,Harper's Mustard,is001613,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1362436,9917659123607636,Kitz's cider,is000395,1881/1900,Troedel collection. Advertising posters.
1,IE1363716,9918104223607636,The Celebrated Red Tag Tobacco Cameron's,is001611,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1363793,9918104663607636,Tasmanian Dandelion Ale,is001589,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1363796,9918104363607636,Empire Comp.'s Pure Blend Packet Tea,is001606,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1363819,9918104583607636,Use only Brown & Polson's Packet Corn Flour,is001592,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1363841,9918104253607636,Lathams' prize Ale Ye olde times brewerie Richmond,is001610,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1363894,9918104303607636,"Grimes, Rohead & Co. Ham & Bacon Curers",is001608,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1384921,9917906593607636,Grand United Order of Free Gardeners of Australasia,xh000019,1877/1883,Troedel collection. Certificates.
1,IE1388576,9918104793607636,Ben Lomond Blend Whisky,is001579,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1388747,9918104743607636,Abel Webb Turf Commission Agent,is001583,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1391598,9917659153607636,Hardy's Oomoo and other first class Adelaide wines,is000396,1881/1900,Troedel collection. Advertising posters.
1,IE1392359,9917609303607636,Elliott's XXX Stout & Ales on Draught,is004171,1880/1890,Troedel collection. Advertising posters.
1,IE1404331,9917659193607636,"Nordhausen Lager Beer. Schreiber & Schaeffer. Little Flinders Street, West Melbourne. Sole Agents for Australia",is004170,1881/1900,Troedel collection. Advertising posters.
1,IE1405243,9918104603607636,T.C. Williams & Co. Mabel Cut Plug,is001591,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1405315,9918104393607636,Oriental Tea Company's Packet Teas,is001603,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1406535,9918104683607636,Japanese Yum Yum or Compound Fruit Extract,is001587,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1406554,9918104783607636,Talisker the only Scotch Whisky perfected by three distillations,is001580,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1406688,9918104733607636,Briar L.B.M. Pipes,is001584,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1406955,9918104753607636,Foy & Gibson's Xmas Toy Fair & Magic Cave,is001581,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1407033,9918104703607636,The Waterbury Correct Time for Little Money,is001585,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1408920,9918104533607636,Kirks Fragrant Soap,is001595,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1408950,9918104373607636,"Ale & Stout Obtainable everywhere. Castlemaine Ale Brewery, Melbourne",is001605,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1409291,9918104383607636,Phoenix Prize Ale,is001604,1881/1890,Troedel collection. Miscellaneous posters.
1,IE1409358,9918104493607636,Lewis & Whitty's Sun Soap,is001599,1881/1890,Troedel collection. Miscellaneous posters.
1,IE7557702,9939668639107636,Proposed Town Hall and shops Dannevirke N.Z.,me120008-004,1910,Architectural drawings collection.
1,IE7554995,9939653596407636,New factory for Parsons Bros Coy Ltd Flinders Lane Melbourne,me030012-003,1877,Architectural drawings collection.
1,IE1421858,9917615283607636,Lewis & Whitty's Diamond Starch,is001884,1881/1890,Troedel collection. Advertising posters.
1,IE1428186,9919761223607636,Use only Indian Cornflour,is004939,1880/1890,Troedel collection. Advertising posters.
1,IE1443190,9917480193607636,Melbourne Cup Winners Australia 1861-1902,is001148,1902,Troedel collection. Miscellaneous posters.
1,IE7556170,9939663379807636,Court House Christchurch New Zealand,me120010-002,1860,Architectural drawings collection.
1,IE7602558,9939652194507636,Colonial Bank of Australasia Melbourne,me000041-004,1880,Architectural drawings collection.
1,IE7556772,9939657862407636,Colonial Bank of Australasia Melbourne,me000041-002,1880,Architectural drawings collection.
1,IE7603144,9939654787107636,New Premises Inverell N.S.W. for the Union Bank of Australia Limited,me000007-002,1910,Architectural drawings collection.
1,IE7555913,9939649456407636,New Premises Inverell N.S.W. for the Union Bank of Australia Limited,me000007-005,1910,Architectural drawings collection.
1,IE7555483,9939663377607636,The Union Bank of Australia Limited Colac,me000011-003,1913,Architectural drawings collection.
1,IE7557486,9939658807207636,New premises for the Union Bank of Australia Ltd at Chapel Street Prahran,me000017-003,1918,Architectural drawings collection.
1,IE7554505,9939650285607636,The Commercial Bank of Australia Limited Sale Branch,me000039-001,1888/1889,Architectural drawings collection.
1,IE1452146,9918104403607636,The Prince of Wales Finest Old Scotch Blend Whisky,is001602,1881/1890,Troedel collection. Miscellaneous posters.
1,IE7556460,9939653941507636,The Commercial Bank of Australia Limited Sale Branch,me000039-003,1888/1889,Architectural drawings collection.
1,IE1453651,9918104503607636,Celebrated Correct Thing At Last Tobacco,is001597,1881/1890,Troedel collection. Miscellaneous posters.
1,IE7555908,9939649456507636,Collection of architectural drawings of the proposed new Sir Charles Hotham Hotel on the corner of Flinders and Spencer Streets and the proposed Peoples Coffee Palace Spencer Street,me080003-013,1890,Architectural drawings collection.
1,IE7555460,9939663377907636,Collection of architectural drawings of the proposed new Sir Charles Hotham Hotel on the corner of Flinders and Spencer Streets and the proposed Peoples Coffee Palace Spencer Street,me080003-012,1890,Architectural drawings collection.
1,IE7557949,9939668983407636,Collection of architectural drawings of the proposed new Sir Charles Hotham Hotel on the corner of Flinders and Spencer Streets and the proposed Peoples Coffee Palace Spencer Street,me080003-009,1890,Architectural drawings collection.
1,IE7602533,9939650850307636,Collection of architectural drawings of the proposed new Sir Charles Hotham Hotel on the corner of Flinders and Spencer Streets and the proposed Peoples Coffee Palace Spencer Street,me080003-003,1890,Architectural drawings collection.
1,IE7555950,9939660104107636,Collection of architectural drawings of the proposed new Sir Charles Hotham Hotel on the corner of Flinders and Spencer Streets and the proposed Peoples Coffee Palace Spencer Street,me080003-011,1890,Architectural drawings collection.
