SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
2,IE1149778,9939668773407636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001757,1884,Imaging 19th Century Victoria Digitising Project
2,IE1149781,9939668773307636,Pioneers of the 8 hours movement 21st April 1856,nc000949,1856,Imaging 19th Century Victoria Digitising Project
2,IE1149804,9939654170907636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001016,1887,Imaging 19th Century Victoria Digitising Project
2,IE1149810,9939661441407636,"Hobart, Brisbane and surrounding landscape",nc002668,1872,Imaging 19th Century Victoria Digitising Project
2,IE1149897,9918010033607636,Old Prince's Bridge,nc000326,1867,Imaging 19th Century Victoria Digitising Project
2,IE1149915,9939657266407636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001071,1891,Imaging 19th Century Victoria Digitising Project
2,IE1149958,9939652141007636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001082,1891,Imaging 19th Century Victoria Digitising Project
2,IE1149964,9939662917207636,Pioneers of the 8 hours movement 21st April 1856,nc000977,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150002,9939656725207636,Pioneers of the 8 hours movement 21st April 1856,nc000970,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150016,9918008753607636,"Sandrige (Port Melbourne) Station in January, 1862",nc000404,1862,Imaging 19th Century Victoria Digitising Project
2,IE1150077,9939656718007636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001079,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150160,9918068993607636,The parting cheer : Robert O'Hara Burke at the head of the exploring expedition leaving Royal Park 20th Aug. 1860,nc001219,1860,Imaging 19th Century Victoria Digitising Project
2,IE1150163,9939653233707636,Pioneers of the 8 hours movement 21st April 1856,nc000992,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150181,9939656717707636,Magdalen Asylum from Studley Park Hill,nc002707,1869,Imaging 19th Century Victoria Digitising Project
2,IE1150188,9939669019807636,Royal Commission for Victoria Tasmanian National Exhibition 1894-5,nc001039,1895,Imaging 19th Century Victoria Digitising Project
2,IE1150209,9918061433607636,"Head Quarters Fire Station Eastern Hill, Melb.",nc001130,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150215,9939654458007636,Pioneers of the 8 hours movement 21st April 1856,nc000965,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150232,9939654457107636,Pioneers of the 8 hours movement 21st April 1856,nc000994,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150299,9918004833607636,"Welcome given in Melbourne, Australia, to a primrose from England",nc000497,1858,Imaging 19th Century Victoria Digitising Project
2,IE1150308,9939661440207636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001396,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150328,9918064753607636,Melbourne Cup finish 1897,nc001140,1897,Imaging 19th Century Victoria Digitising Project
2,IE1150332,9939654281407636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001069,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150357,9918089543607636,[Unidentified man in suit and tie],nc002184,1861,Imaging 19th Century Victoria Digitising Project
2,IE1150521,9939669457507636,Members of the Law Institute of Victoria Council,nc001252,1896,Imaging 19th Century Victoria Digitising Project
2,IE1150534,9918008433607636,Melton Viaduct,nc000402,1885,Imaging 19th Century Victoria Digitising Project
2,IE1150552,9939650912407636,Pioneers of the 8 hours movement 21st April 1856,nc000987,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150625,9939648469607636,"Cantata at International Exhibition, Melbourne 1881",nc000838,1881,Imaging 19th Century Victoria Digitising Project
2,IE1150628,9918008033607636,"Northern view from Treasury [Geelong, Vic.]",nc000579,1860,Imaging 19th Century Victoria Digitising Project
2,IE1150640,9939648469207636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001007,1887,Imaging 19th Century Victoria Digitising Project
2,IE1150675,9939658903207636,"Hobart, Brisbane and surrounding landscape",nc002669,1872,Imaging 19th Century Victoria Digitising Project
2,IE1150681,9939658903107636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003109,1876,Imaging 19th Century Victoria Digitising Project
2,IE1150698,9918097923607636,"[Group of staff officers, Sunbury camp 1866]",nc002024,1866,Imaging 19th Century Victoria Digitising Project
2,IE1150730,9939658902607636,"The pioneers of Burnley, Richmond 1891",nc000943,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150736,9918005193607636,River Street South Yarra,nc000081,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150866,9918035923607636,"Royal Naval Exhibition, London, 1891",nc000686,1891,Imaging 19th Century Victoria Digitising Project
2,IE1150930,9939665371607636,Pioneers of the 8 hours movement 21st April 1856,nc000958,1856,Imaging 19th Century Victoria Digitising Project
2,IE1150962,9918078143607636,Spencer Street Passenger Yard,nc001788,1884,Imaging 19th Century Victoria Digitising Project
2,IE1150977,9939665371407636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001393,1891,Imaging 19th Century Victoria Digitising Project
2,IE1151061,9939654434907636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001761,1884,Imaging 19th Century Victoria Digitising Project
2,IE1151218,9917304023607636,[Melbourne Salvage Corps 1890],nc002888,1890,Imaging 19th Century Victoria Digitising Project
2,IE1151244,9939660592407636,Members of the Law Institute of Victoria Council,nc001257,1896,Imaging 19th Century Victoria Digitising Project
2,IE1151337,9918013043607636,The William Davies launched Dec. 7 [1893],nc000300,1893,Imaging 19th Century Victoria Digitising Project
2,IE1151348,9939647847407636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003112,1876,Imaging 19th Century Victoria Digitising Project
2,IE1151412,9939650156507636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001397,1891,Imaging 19th Century Victoria Digitising Project
2,IE1151636,9918117433607636,"Intercolonial Convention, Sydney [N.S.W.]",nc002739,1883,Imaging 19th Century Victoria Digitising Project
2,IE1151655,9939657060107636,Pioneers of the 8 hours movement 21st April 1856,nc000956,1856,Imaging 19th Century Victoria Digitising Project
2,IE1151980,9918075413607636,Rev. R. C. Flockart and family,nc001521,1890,Imaging 19th Century Victoria Digitising Project
2,IE1152115,9917291603607636,Melbourne in 1887,nc000652,1887,Imaging 19th Century Victoria Digitising Project
2,IE1165150,9918001003607636,Yarra near Princes Bridge,nc000140,1884,Imaging 19th Century Victoria Digitising Project
2,IE1171918,9939655490807636,"Hobart, Brisbane and surrounding landscape",nc002658,1872,Imaging 19th Century Victoria Digitising Project
2,IE1172067,9918036043607636,"Conference of British, Foreign and Colonial Representatives, with Committee of Juries and Awards of Victorian Commission : Melbourne International Exhibition",nc000683,1880,Imaging 19th Century Victoria Digitising Project
2,IE1173048,9918057823607636,Brisbane Fire Brigade 1898,nc001119,1898,Imaging 19th Century Victoria Digitising Project
2,IE1173623,9918007733607636,"Moorabool Street, Geelong, c. 1858",nc000564,1858,Imaging 19th Century Victoria Digitising Project
2,IE1195514,9917931553607636,The explorers and early colonists of Victoria,ch000000,1872,Imaging 19th Century Victoria Digitising Project
2,IE1198288,9918009643607636,"Cremorne Street, Richmond",nc000422,1891,Imaging 19th Century Victoria Digitising Project
2,IE1198519,9939648659207636,Ovens district,nc000443,1875,Imaging 19th Century Victoria Digitising Project
2,IE1198537,9918019633607636,Ship on patent sup at Williamstown,nc000474,1861,Imaging 19th Century Victoria Digitising Project
2,IE1214920,9939652267107636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001031,1887,Imaging 19th Century Victoria Digitising Project
2,IE1214960,9939658828307636,Royal Commission for Victoria Tasmanian National Exhibition 1894-5,nc001036,1895,Imaging 19th Century Victoria Digitising Project
2,IE1215002,9939653533307636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001033,1887,Imaging 19th Century Victoria Digitising Project
2,IE1225434,9918007603607636,"First iron flume, Coliban Main Channel",nc001812,1893,Imaging 19th Century Victoria Digitising Project
2,IE1225665,9918007513607636,"[Sailing ships berthed at jetty, Geelong, Vic.]",nc000570,1876,Imaging 19th Century Victoria Digitising Project
2,IE1228591,9918097883607636,Sunbury Encampment 1866 Guards,nc002021,1866,Imaging 19th Century Victoria Digitising Project
2,IE1228686,9939664157007636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001032,1887,Imaging 19th Century Victoria Digitising Project
2,IE1232899,9939648654707636,Pioneers of the 8 hours movement 21st April 1856,nc000984,1856,Imaging 19th Century Victoria Digitising Project
2,IE1233184,9939647608607636,Pioneers of the 8 hours movement 21st April 1856,nc000989,1856,Imaging 19th Century Victoria Digitising Project
2,IE1233286,9939650855307636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001075,1891,Imaging 19th Century Victoria Digitising Project
2,IE1233543,9939659523307636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001085,1891,Imaging 19th Century Victoria Digitising Project
2,IE1233562,9939649212007636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001758,1884,Imaging 19th Century Victoria Digitising Project
2,IE1233624,9939658470207636,Pioneers of the 8 hours movement 21st April 1856,nc000986,1856,Imaging 19th Century Victoria Digitising Project
2,IE1233865,9939659502807636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001080,1891,Imaging 19th Century Victoria Digitising Project
2,IE1238332,9939647574507636,Ovens district,nc000442,1875,Imaging 19th Century Victoria Digitising Project
2,IE1238400,9917286783607636,"[Nelson in Alfred Graving Dock, Williamstown]",nc000479,1874,Imaging 19th Century Victoria Digitising Project
2,IE1242980,9918061643607636,"Suburban Bicycle Club, 12th March, 1892",nc001158,1892,Imaging 19th Century Victoria Digitising Project
2,IE1243424,9918009633607636,"Woolwashing on the Yarra between Old Church Street Bridge and The Convent Willows, 1870 [Vic.]",nc000431,1870,Imaging 19th Century Victoria Digitising Project
2,IE1244295,9918096373607636,[Group of staff officers around table at military camp],nc002018,1867,Imaging 19th Century Victoria Digitising Project
2,IE1244381,9918096753607636,"'A' Batty [ie. Battery] Field Artillery Brigade, Albert Park",nc002002,1870,Imaging 19th Century Victoria Digitising Project
2,IE1244650,9918098003607636,Sunbury camp 1866,nc001976,1866,Imaging 19th Century Victoria Digitising Project
2,IE1245102,9918096453607636,"[Group of volunteer militias, Sunbury; seated in the foreground is Sir Charles Henry Darling, Governor of Victoria 1863-1866]",nc002014,1866,Imaging 19th Century Victoria Digitising Project
2,IE1245335,9918096443607636,Sunbury encampment 1866,nc002015,1866,Imaging 19th Century Victoria Digitising Project
2,IE1245424,9939650341707636,Royal Commission for Victoria Tasmanian National Exhibition 1894-5,nc001034,1895,Imaging 19th Century Victoria Digitising Project
2,IE1245533,9939655888507636,General view Sunbury encampment,nc002017,1866,Imaging 19th Century Victoria Digitising Project
2,IE1245851,9918096403607636,[Group of soldiers in front of tent],nc002016,1866,Imaging 19th Century Victoria Digitising Project
2,IE1249829,9939657410207636,"Moorabool Street, Geelong, 1852",nc000563,1852,Imaging 19th Century Victoria Digitising Project
2,IE1329362,9918042063607636,Ballaarat Flat from the Black Hill /,wp004891,1855,Imaging 19th Century Victoria Digitising Project
2,IE1373978,9918042013607636,Township of Ballaarat from nr Bath's Hotel /,wp005982,1855,Imaging 19th Century Victoria Digitising Project
2,IE1505642,9917291993607636,"View of Melbourne (South West) from the terrace of the Exhibition Building, Carlton Gardens",is000634,1883,Imaging 19th Century Victoria Digitising Project
2,IE1514990,9917281183607636,[Yan Yean Reservoir],is000589,1859,Imaging 19th Century Victoria Digitising Project
2,IE1548893,9917291513607636,Views of the City of Melbourne (Victoria) from the tower of Dr Fitzgerald's residence Lonsdale Street West /,nc000659,1869,Imaging 19th Century Victoria Digitising Project
2,IE1548896,9917291893607636,Panorama of Melbourne in 1881 taken from the tower of the Law Courts for the Corporation of the City,nc000673,1881,Imaging 19th Century Victoria Digitising Project
2,IE1548902,9918035483607636,[Melbourne General Post Office],nc000702,1868,Imaging 19th Century Victoria Digitising Project
2,IE1548905,9918005083607636,"Flinders Street, Melbourne, looking west from Swanston Street",nc000015,1867/1873,Imaging 19th Century Victoria Digitising Project
2,IE1548911,9917291853607636,Panorama of Melbourne in 1881 taken from the tower of the Law Courts for the Corporation of the City,nc000671,1881,Imaging 19th Century Victoria Digitising Project
2,IE573729,9917291833607636,"[View from Exhibition Buildings towards St. Patrick's Cathedral, Melbourne]",b28459,1880,Imaging 19th Century Victoria Digitising Project
2,IE511813,9916562893607636,City of Melbourne From the South Bank of the Yarra Yarra looking North West,b28315,1854,Imaging 19th Century Victoria Digitising Project
2,IE3881113,9918007903607636,"View on the Barwon River, Winchelsea [Vic.]",nc000585,1880,Imaging 19th Century Victoria Digitising Project
2,IE8286243,9918062063607636,First All England XI,nc001167,1861,Imaging 19th Century Victoria Digitising Project
2,IE1130991,9918002303607636,Bourke St. E. Melbourne,nc000051,1860,Imaging 19th Century Victoria Digitising Project
2,IE1127243,9939663842107636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003104,1876,Imaging 19th Century Victoria Digitising Project.
2,IE1129056,9939653439207636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003106,1876,Imaging 19th Century Victoria Digitising Project.
2,IE1133613,9939649484407636,Pioneers of the 8 hours movement 21st April 1856,nc000955,1856,Imaging 19th Century Victoria Digitising Project.
2,IE1139439,9939661263307636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001386,1891,Imaging 19th Century Victoria Digitising Project.
2,IE1139917,9939667243507636,Members of the Law Institute of Victoria Council,nc001249,1896,Imaging 19th Century Victoria Digitising Project.
2,IE1140060,9939667829607636,Pioneers of the 8 hours movement 21st April 1856,nc000969,1856,Imaging 19th Century Victoria Digitising Project.
2,IE1144279,9939658224507636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001773,1884,Imaging 19th Century Victoria Digitising Project.
2,IE1148807,9939653235407636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001020,1887,Imaging 19th Century Victoria Digitising Project.
2,IE20607839,9937543773607636,Portrait photograph of Charles Kean and Ellen Kean.,is014989,1865,Imaging studio collection
2,IE20608794,9938539383607636,After the Wake.,is015479,1897,Imaging studio collection
2,IE20611787,9939657021807636,Archbishop Carr,is015516,1899,Imaging studio collection
2,IE20660629,9937066113607636,"Silk programme for a series of scientific demonstrations of lectures and illustrations in the Queens Theatre, Melbourne.",is015501,1849,Imaging Studio Collection
2,IE20807369,9939653716807636,Holtermann's Exposition. Victorian Scenery no.40-50,is014118,1876,Imaging studio collection
2,IE20807611,9939663629607636,Holtermann's Exposition. Victorian Scenery no.40-50,is014127,1876,Imaging studio collection
2,IE20807705,9936685263607636,"Captain John Spotswood Settler near present site of Spotswood, 1839 /",is015573,1839,Imaging studio collection
2,IE20807730,9939669589207636,Holtermann's Exposition. Victorian Scenery no.40-50,is014124,1876,Imaging studio collection
2,IE20807810,9939669179607636,"Daniel 'Daddy' Love, local preacher, 77 years old, Nov. 1889.",is015458,1889,Imaging Studio collection
2,IE20807925,9939660764907636,Holtermann's Exposition. Victorian Scenery no.40-50,is014120,1876,Imaging studio collection
2,IE20808060,9939663627407636,"Daniel 'Daddy' Love, local preacher, 77 years old, Nov. 1889.",is015409,1889,Imaging Studio collection
2,IE20808185,9939656585707636,Holtermann's Exposition. Victorian Scenery no.40-50,is014125,1876,Imaging studio collection
2,IE616911,9917623413607636,"Flinders Street Station, Melbourne 1905",cf002019,1905,J.H. Harvey collection.
2,IE790619,9917648503607636,"[Fruit sellers and fruit carts near the corner of Flinders Street and Princes Bridge, Melbourne]",cf002511,1875/1938,J.H. Harvey collection.
2,IE637978,9917616743607636,"Flinders Street Baptist Church, Adelaide, 1926",cf001793,1926,J.H. Harvey collection.
2,IE165742,9917583113607636,"Flinders Street, Sydney",cf000924,1880/1934,J.H. Harvey collection.
2,IE759949,9917650093607636,"Pilgrim Uniting Church, Flinders Street, Adelaide.",cf002561,1875/1938,J.H. Harvey collection.
2,IE746108,9917607553607636,"[Flinders Street Station, Melbourne]",cf001438,1880/1938,J.H. Harvey collection.
2,IE688929,9917623353607636,"Flinders Street, Melbourne",cf002014,1875/1938,J.H. Harvey collection.
2,IE638588,9917623373607636,"Flinders Street & City Markets, Melbourne",cf002016,1875/1938,J.H. Harvey collection.
2,IE72308,9922710493607636,"Railway signal box, Flinders Street?",cg003184,1920/1929,Richard Courtney collection.
2,IE1404792,9920443573607636,"[Customs House, Flinders Street, Melbourne, Vic.]",cr005109,1890/1910,John Henry Harvey collection.
2,IE1911535,9922418203607636,[Flinders Street Station at night],pi013311,1954,Kevin Patterson collection.
2,IE1549375,9939660774407636,"Flinders Street Station, Melbourne, Vic.",pi011976,1982,Leigh Hobbs collection.
2,IE1549468,9939649626307636,"Flinders Street Station, Melbourne, Victoria",pi011977,1982,Leigh Hobbs collection.
2,IE1875058,9917955513607636,Flinders Street railway yards [looking east],pi003965,1925/1935,Lutz collection of photographs.
2,IE20662994,9917097313607636,Flinders Street Yards,b20531,1917/1923,"Madden albums of Australian railways photographs, 1854-1928."
2,IE1400512,9916776083607636,"Flinders Street, Melbourne, towards new Railway Station",pc001498,1910,General sequence postcards. Melbourne streets.
2,IE20668579,9917134753607636,Viaduct Flinders Street.,b21445,1899,"Madden albums of Australian railways photographs, 1854-1928."
2,IE20668664,9917134083607636,"Railway Arch, Flinders Street (Illuminated.) Visit of Duke & Duchess of York.",b21393,1901,"Madden albums of Australian railways photographs, 1854-1928."
2,IE20668734,9917124163607636,Flinders St.Station. [Looking down Flinders Street towards Spencer Street.],b21126,1902/1931,"Madden albums of Australian railways photographs, 1854-1928."
2,IE8760446,9932768853607636,Bosco's magic cards /,gk000205-001,1932/1938,W.G. Alma conjuring collection. Trade cards.
2,IE1228149,9917414143607636,Towers. Flinders Street & Swanston Street. Telephone posts & Men's toilet Royal Visit,bc000446,25/04/1901,"Mark Daniel's photographs of family, friends, scenes and events in Melbourne, 1898-1907."
2,IE7244123,9918304333607636,[Flinders Street Railway station entrance during the royal tour of 1954],sz000812,1954,Mark Strizic collection of photographic negatives.
2,IE7244314,9918336553607636,"[Flinders Street Railway Station at night, Melbourne]",sz000918,1954,Mark Strizic collection of photographic negatives.
2,IE7259022,9918309233607636,[Victorian Railways train at Flinders Street station],sz000839,1954,Mark Strizic collection of photographic negatives.
2,IE1350874,9917313893607636,"Eastern Beach & Bathing Pool, Geelong, Vic.",pc002427,1936/1942,Shirley Jones collection of Victorian postcards. Geelong.
2,IE1517115,9917690853607636,"FLINDERS STREET STATION, MELBOURNE",pc002838,1940,General sequence postcards. Melbourne R-S.
2,IE1481176,9917691583607636,"FLINDERS STREET, MELBOURNE",pc002849,1935,General sequence postcards. Melbourne streets.
2,IE1344903,9917851183607636,[State Theatre from Flinders Street],cr002309,1910/1945,McRae Russell collection.
2,IE20330897,9937449123607636,"Flinders Street Station at night, Melbourne.",pi028605,1927/1953,McRae Russell collection.
2,IE390512,9917166763607636,[Princes Bridge from Flinders Street.,b47119,1863-12,"Melbourne and the Yarra River in flood, December 1863."
2,IE463745,9917166713607636,"[View of the south east corner of Swanston and Flinders Streets, Melbourne]",b47116,1863-12,"Melbourne and the Yarra River in flood, December 1863."
2,IE462799,9917231143607636,[Elizabeth Street from Flinders Street looking north],b33076,1877/1883,Melbourne and Victorian scenes 1880.
2,IE818586,9916579503607636,Corner of Swanston and Flinders Streets.,mp003289,1927/1928,"Melbourne from the air, 1927-1928."
2,IE670471,9916579493607636,[View of the Yarra River showing Flinders Street Railyway Yards and railway bridge],mp003288,1927/1928,"Melbourne from the air, 1927-1928."
2,IE1521406,9917743073607636,GONG RESERVOIR BALLARAT,pc003196,1915,Shirley Jones collection of Victorian postcards. Ballarat area coloured.
2,IE1516934,9917743083607636,"BELLINZONA, HEPBURN SPRINGS.",pc003197,1915,Shirley Jones collection of Victorian postcards. Ballarat area coloured.
2,IE1525906,9917975023607636,"Cathedral Lawns & Flinders Street Station, Melbourne, Vic. /",pc004108,1947/1953,General sequence postcards. Melbourne R-S
2,IE15505153,9917975033607636,"Flinders Street Railway Station, Melbourne, Vic.",pc004109,1912/1918,General sequence postcards. Melbourne R-S
2,IE1870098,9916458313607636,[Flinders Street Station-a portion of the facade],pi001002,1910/1915,National Cash Register Co. collection.
2,IE1287317,9929799413607636,"Flinders Street, Melbourne",mg001091,1880/1884,"Papers of Sybil Craig, MS 13111"
2,IE1345812,9939651195207636,View of Flinders Street Station.,mg001120,1910,"Papers of Sybil Craig, MS 13111"
2,IE153511,9917565143607636,"Flinders Street, Townsville, Qld.",gz000205,1900/1949,Paul MacIntyre collection of lantern slides.
2,IE1129030,9917532953607636,[Flinders Street station illuminated at night],cr000272,1900/1929,People and places in Victoria.
2,IE1363492,9917853673607636,"[Flinders Street on a wet day, looking east from Queen Street to Flinders Street Railway Station, Melbourne]",cr020104,1929/1935,Philip E. Ettelson collection.
2,IE1422113,9917853353607636,"[Flinders Street Station from south bank of the Yarra River, Melbourne]",cr020100,1929/1935,Philip E. Ettelson collection.
2,IE108998,9917435583607636,"[Scene looking towards Flinders Street Station, giving view of Yarra River, train tracks, trams and horse drawn carts]",bv000050,1917/1923,"Picnics, beach views, family portraits, cars etc. around 1920."
2,IE524971,9939663283707636,"Moomba Festival VR float in procession past Flinders Street Station, Melbourne",a29545,14/03/1954,Pictoria
2,IE22054123,9917195383607636,"[Finks Building, 276 Flinders St., cnr. Elizabeth and Flinders Streets, Melbourne]",a14269,1901,Pictoria
2,IE22054138,9917200453607636,"[Flinders Street, Melbourne]",a14329,1864/1870,Pictoria
2,IE22054163,9917200963607636,"[Swanston Street, Melbourne, between Collins and Flinders Streets, east side]",a14339,1864/1870,Pictoria
2,IE22129802,9917200263607636,"[Elizabeth Street, Melbourne, from Flinders Street]",a14321,1887/1893,Pictoria
2,IE1307992,9939649330407636,"Flinders Street Railway Station, south-west corner of Swanston and Flinders Streets, Melbourne",cr001315,1890/1920,Ray Bruce collection.
2,IE1339313,9939659589907636,"Flinders Street Railway Station, south-west corner of Swanston and Flinders Streets, Melbourne",cr001313,1890/1920,Ray Bruce collection.
2,IE1339964,9939648815107636,"Flinders Street Railway Station, south-west corner of Swanston and Flinders Streets, Melbourne",cr001314,1890/1920,Ray Bruce collection.
2,IE1345425,9917849893607636,"[Flinders Street, including railway station, on the corner of Swanston Street]",cr001327,1890/1910,Ray Bruce collection.
2,IE1482559,9917849453607636,"[Building of the Herald newspaper, Flinders Street, Melbourne]",cr001319,1890/1920,Ray Bruce collection.
2,IE1915981,9930816523607636,"Flinders Street Railway Station, Melbourne, Vict.",pi020029,1950,Reginald Fulford collection of photographs.
2,IE1885536,9930816533607636,"Elizabeth St., looking fr Flinders Street, Melbourne, Australia, March 1950.",pi020030,1950,Reginald Fulford collection of photographs.
2,IE72013,9939652478507636,Flinders Street Station,cg003413,1926,Richard Courtney collection.
2,IE44205,9939659476807636,Flinders Street Station,cg003168,1926,Richard Courtney collection.
2,IE42198,9939647855107636,Flinders Street Station,cg003167,1926,Richard Courtney collection.
2,IE867209,9917312373607636,"Flinders Street Station And St. Kilda Road, Melbourne, Vic.",rg000267,1920/1954,Rose postcard collection of negatives.
2,IE880763,9917312483607636,"Flinders Street Station, Melbourne, Vic.",rg000269,1920/1954,Rose postcard collection of negatives.
2,IE892077,9917312703607636,"Flinders Street, Looking East, Melbourne, Vic.",rg000278,1920/1954,Rose postcard collection of negatives.
2,IE916123,9917313513607636,"Flinders Street, Looking West, Melbourne, Vic.",rg000393,1920/1954,Rose postcard collection of negatives.
2,IE867773,9917317413607636,"Flinders Street, Melbourne, Vic.",rg000737,1920/1954,Rose postcard collection of negatives.
2,IE897471,9917319623607636,"Flinders Street Railway Station, Melbourne, Vic. /",rg000831,1920/1954,Rose postcard collection of negatives.
2,IE889875,9917323843607636,"State Theatre & Flinders Street, Melbourne, Vic.",rg001259,1920/1954,Rose postcard collection of negatives.
2,IE887089,9917342543607636,"Flinders Streets Station And The Yarra, Melbourne, Vic.",rg002384,1920/1954,Rose postcard collection of negatives.
2,IE870218,9917636863607636,"St. Paul's Cathedral From Under The Clocks, Flinders Street Station, Melbourne, Vic.",rg002412,1920/1954,Rose postcard collection of negatives.
2,IE896878,9917640623607636,"Flinders Street Railway Station, Melbourne.",rg002605,1920/1954,Rose postcard collection of negatives.
2,IE881333,9917642753607636,"Flinders Street Railway Station, Melbourne, Vic.",rg002760,1920/1954,Rose postcard collection of negatives.
2,IE874433,9917655883607636,"Flinders Street Railway Station, Melbourne, Vic.",rg003876,1920/1954,Rose postcard collection of negatives.
2,IE869776,9917668693607636,"Main Entrance Flinders Street Railway Station, Melbourne, Vic.",rg004013,1920/1954,Rose postcard collection of negatives.
2,IE870823,9917669073607636,"Flinders Street, Looking West, Melbourne",rg004034,1920/1954,Rose postcard collection of negatives.
2,IE894094,9917671763607636,"Flinders Street, Showing State Theatre, Melbourne, Vic.",rg004038,1920/1954,Rose postcard collection of negatives.
2,IE881581,9917673563607636,"Flinders Street Station, Melbourne, Vic.",rg004185,1920/1954,Rose postcard collection of negatives.
2,IE865817,9917666673607636,"Flinders Street Railway Station, Melbourne, Vic.",rg004456,1920/1954,Rose postcard collection of negatives.
2,IE873565,9917674833607636,"Swanston Street, Melbourne, Vic. From Princes Bridge, Looking Towards Flinders Street Station.",rg004554,1920/1954,Rose postcard collection of negatives.
2,IE898397,9916437253607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",rg006776,1920/1954,Rose series ; P. 10269.
2,IE893753,9917727993607636,"LOOKING WEST ALONG BUSY FLINDERS STREET, MELBOURNE, VIC.",rg008076,1920/1954,Rose series ; P. 13359.
2,IE899341,9917729653607636,"Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street",rg008216,1920/1954,Rose series ; P. 13500.
2,IE870004,9917729663607636,"Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street",rg008217,1920/1954,Rose series ; P. 13501.
2,IE870714,9916419223607636,"HOSIE'S HOTEL, MELBOURNE, VIC. [Cnr. of Elizabeth & Flinders Streets]",rg008462,1920/1954,Rose series ; P. 13747.
2,IE898386,9917718633607636,"FLINDERS STREET RAILWAY STATION MELBOURNE, VIC.",rg006217,1920/1954,Rose series ; P. 3239.
2,IE892759,9917704383607636,"SWANSTON STREET, NEAR FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",rg005139,1920/1954,Rose series ; P. 3755.
2,IE22634329,9940484743107636,"Studio portrait of woman, family name possibly Jones.",ro001378,1904/1937,Rosenberg collection.
2,IE22634339,9940484742907636,"Studio portrait of man, name possibly J. Campbell.",ro001380,1904/1937,Rosenberg collection.
2,IE22634344,9940484742807636,Portrait of man playing lawn balls.,ro001381,1904/1937,Rosenberg collection.
2,IE22634359,9940484742507636,"Studio portrait of two men, family name possibly Hall.",ro001384,1904/1937,Rosenberg collection.
2,IE22634369,9940484742307636,"Studio portrait of man, family name possibly Hansford.",ro001386,1904/1937,Rosenberg collection.
2,IE22634374,9940484742207636,"Studio portrait of woman, family name possibly Jones.",ro001387,1904/1937,Rosenberg collection.
2,IE22634394,9940484741807636,"Studio portrait of two children, family name possibly Maher.",ro001391,1904/1937,Rosenberg collection.
2,IE22634409,9940484741507636,Studio portrait of woman wearing spectacles.,ro001394,1904/1937,Rosenberg collection.
