IE PID,MMS ID,Title (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS),palettes,pal_1,pal_2,pal_3,pal_4,pal_5,alma_title,alma_title_statement,alma_summary,alma_p950,ner,pos
IE42198,9939647855107636,Flinders Street Station,1926,Richard Courtney collection.,"[[3, 3, 3], [63, 62, 65], [115, 114, 116], [173, 173, 174], [225, 225, 225]]","[3, 3, 3]","[63, 62, 65]","[115, 114, 116]","[173, 173, 174]","[225, 225, 225]",Flinders Street Station,Flinders Street Station,"""Inscribed on H2009.40/247: 1926 40/247 Shows Flinders Street Station, with views of trams, traffic, and crowds crossing from Swanston and Russell Streets. There is a large banner below the clock on Flinders Street Station advertising the Railway Nursery. Born in 1904 in Melbourne, and educated at the Working Men's College (now RMIT), graduated as an electrical engineer and was employed by the Melbourne Power House, in Spencer Street, Melbourne""",9922708123607636.0,"['Span[1:5]: ""Flinders Street Station\'"" → FAC (0.6227)', 'Span[7:11]: ""Flinders Street Station\'"" → FAC (0.5357)', 'Span[17:18]: ""247"" → CARDINAL (0.5538)', 'Span[19:20]: ""1926"" → CARDINAL (0.4482)', 'Span[20:21]: ""40"" → CARDINAL (0.7750)', 'Span[39:40]: ""Swanston"" → GPE (0.4363)', 'Span[41:43]: ""Russell Streets"" → FAC (0.9671)', 'Span[9:12]: ""Flinders Street Station"" → FAC (0.8048)', 'Span[13:16]: ""the Railway Nursery"" → FAC (0.9338)', 'Span[2:3]: ""1904"" → DATE (1.0000)', 'Span[4:5]: ""Melbourne"" → GPE (0.9990)', 'Span[9:15]: ""the Working Men\\\'s College"" → ORG (0.9024)', 'Span[17:18]: ""RMIT"" → ORG (0.9669)', 'Span[29:33]: ""the Melbourne Power House"" → ORG (0.6342)', 'Span[35:37]: ""Spencer Street"" → FAC (0.8474)', 'Span[38:39]: ""Melbourne"" → GPE (0.9970)']","Sentence[105]: ""['Flinders Street Station', 'Flinders Street Station', '""Inscribed on H2009.40/247: 1926 40/247 Shows Flinders Street Station, with views of trams, traffic, and crowds crossing from Swanston and Russell Streets. There is a large banner below the clock on Flinders Street Station advertising the Railway Nursery. Born in 1904 in Melbourne, and educated at the Working Men\'s College (now RMIT), graduated as an electrical engineer and was employed by the Melbourne Power House, in Spencer Street, Melbourne""', '9922708123607636']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, ""'""/'', "",""/,, ""'""""/'', ""Inscribed""/VBN, ""on""/IN, ""H2009.40""/CD, ""/""/SYM, ""247""/CD, "":""/:, ""1926""/CD, ""40""/CD, ""/""/SYM, ""247""/CD, ""Shows""/VBZ, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""with""/IN, ""views""/NNS, ""of""/IN, ""trams""/NNS, "",""/,, ""traffic""/NN, "",""/,, ""and""/CC, ""crowds""/NNS, ""crossing""/VBG, ""from""/IN, ""Swanston""/NNP, ""and""/CC, ""Russell""/NNP, ""Streets""/NNPS, "".""/,, ""There""/EX, ""is""/VBZ, ""a""/DT, ""large""/JJ, ""banner""/NN, ""below""/IN, ""the""/DT, ""clock""/NN, ""on""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, ""advertising""/VBG, ""the""/DT, ""Railway""/NNP, ""Nursery""/NNP, "".""/., ""Born""/VBN, ""in""/IN, ""1904""/CD, ""in""/IN, ""Melbourne""/NNP, "",""/,, ""and""/CC, ""educated""/VBN, ""at""/IN, ""the""/DT, ""Working""/NNP, ""Men""/NNPS, ""\'""/'', ""s""/POS, ""College""/NNP, ""(""/,, ""now""/RB, ""RMIT""/NNP, "")""/-RRB-, "",""/,, ""graduated""/VBD, ""as""/IN, ""an""/DT, ""electrical""/JJ, ""engineer""/NN, ""and""/CC, ""was""/VBD, ""employed""/VBN, ""by""/IN, ""the""/DT, ""Melbourne""/NNP, ""Power""/NNP, ""House""/NNP, "",""/,, ""in""/IN, ""Spencer""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, """"'""/'', "",""/,, ""'""/'', ""9922708123607636""/CD, ""']""/'']"
IE867209,9917312373607636,"Flinders Street Station And St. Kilda Road, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[16, 16, 16], [73, 73, 73], [118, 118, 118], [161, 161, 161], [232, 232, 232]]","[16, 16, 16]","[73, 73, 73]","[118, 118, 118]","[161, 161, 161]","[232, 232, 232]","Flinders Street Station And St. Kilda Road, Melbourne, Vic.","Flinders Street Station And St. Kilda Road, Melbourne, Vic.",Could not find,,"['Span[1:4]: ""Flinders Street Station"" → FAC (0.7991)', 'Span[5:8]: ""St. Kilda Road"" → FAC (0.5291)', 'Span[9:10]: ""Melbourne"" → GPE (0.9974)', 'Span[11:12]: ""Vic."" → GPE (0.7648)', 'Span[15:18]: ""Flinders Street Station"" → LOC (0.8331)', 'Span[19:22]: ""St. Kilda Road"" → FAC (0.6289)', 'Span[23:24]: ""Melbourne"" → GPE (0.9952)']","Sentence[39]: ""['Flinders Street Station And St. Kilda Road, Melbourne, Vic.', 'Flinders Street Station And St. Kilda Road, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, ""And""/CC, ""St.""/NNP, ""Kilda""/NNP, ""Road""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, ""And""/CC, ""St.""/NNP, ""Kilda""/NNP, ""Road""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE880763,9917312483607636,"Flinders Street Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[37, 37, 37], [82, 82, 82], [131, 131, 131], [179, 179, 179], [224, 224, 224]]","[37, 37, 37]","[82, 82, 82]","[131, 131, 131]","[179, 179, 179]","[224, 224, 224]","Flinders Street Station, Melbourne, Vic.","Flinders Street Station, Melbourne, Vic.",Could not find,,"['Span[1:4]: ""Flinders Street Station"" → FAC (0.7794)', 'Span[5:6]: ""Melbourne"" → GPE (0.9988)', 'Span[7:8]: ""Vic."" → GPE (0.7720)', 'Span[11:14]: ""Flinders Street Station"" → FAC (0.6451)', 'Span[15:16]: ""Melbourne"" → GPE (0.9965)', 'Span[17:18]: ""Vic."" → GPE (0.7244)']","Sentence[31]: ""['Flinders Street Station, Melbourne, Vic.', 'Flinders Street Station, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE892077,9917312703607636,"Flinders Street, Looking East, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[17, 17, 17], [78, 78, 78], [123, 123, 123], [167, 167, 167], [219, 219, 219]]","[17, 17, 17]","[78, 78, 78]","[123, 123, 123]","[167, 167, 167]","[219, 219, 219]","Flinders Street, Looking East, Melbourne, Vic.","Flinders Street, Looking East, Melbourne, Vic.",Could not find,,"['Span[1:3]: ""Flinders Street"" → FAC (0.6008)', 'Span[4:6]: ""Looking East"" → WORK_OF_ART (0.6812)', 'Span[7:8]: ""Melbourne"" → GPE (0.9801)', 'Span[13:15]: ""Flinders Street"" → WORK_OF_ART (0.4860)', 'Span[16:18]: ""Looking East"" → WORK_OF_ART (0.7727)', 'Span[19:20]: ""Melbourne"" → GPE (0.9604)']","Sentence[35]: ""['Flinders Street, Looking East, Melbourne, Vic.', 'Flinders Street, Looking East, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Looking""/VBG, ""East""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Looking""/VBG, ""East""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE916123,9917313513607636,"Flinders Street, Looking West, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[51, 51, 51], [101, 101, 101], [145, 145, 145], [196, 196, 196], [237, 237, 237]]","[51, 51, 51]","[101, 101, 101]","[145, 145, 145]","[196, 196, 196]","[237, 237, 237]","Flinders Street, Looking West, Melbourne, Vic.","Flinders Street, Looking West, Melbourne, Vic.",Could not find,,"['Span[1:3]: ""Flinders Street"" → FAC (0.5759)', 'Span[7:8]: ""Melbourne"" → GPE (0.9695)', 'Span[13:15]: ""Flinders Street"" → WORK_OF_ART (0.4410)', 'Span[17:18]: ""West"" → LOC (0.5280)', 'Span[19:20]: ""Melbourne"" → GPE (0.9446)']","Sentence[35]: ""['Flinders Street, Looking West, Melbourne, Vic.', 'Flinders Street, Looking West, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Looking""/VBG, ""West""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Looking""/VBG, ""West""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE867773,9917317413607636,"Flinders Street, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[36, 36, 36], [93, 93, 93], [137, 137, 137], [177, 177, 177], [245, 245, 245]]","[36, 36, 36]","[93, 93, 93]","[137, 137, 137]","[177, 177, 177]","[245, 245, 245]","Flinders Street, Melbourne, Vic.","Flinders Street, Melbourne, Vic.",Could not find,,"['Span[1:3]: ""Flinders Street"" → FAC (0.4490)', 'Span[4:5]: ""Melbourne"" → GPE (0.9911)', 'Span[10:12]: ""Flinders Street"" → WORK_OF_ART (0.4094)', 'Span[13:14]: ""Melbourne"" → GPE (0.9741)']","Sentence[29]: ""['Flinders Street, Melbourne, Vic.', 'Flinders Street, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE897471,9917319623607636,"Flinders Street Railway Station, Melbourne, Vic. /",1920/1954,Rose postcard collection of negatives.,"[[53, 53, 53], [94, 94, 94], [137, 137, 137], [188, 188, 188], [228, 228, 228]]","[53, 53, 53]","[94, 94, 94]","[137, 137, 137]","[188, 188, 188]","[228, 228, 228]","Flinders Street Railway Station, Melbourne, Vic. /","Flinders Street Railway Station, Melbourne, Vic. /",Could not find,,"['Span[1:5]: ""Flinders Street Railway Station"" → FAC (0.7050)', 'Span[6:7]: ""Melbourne"" → GPE (0.9998)', 'Span[8:9]: ""Vic"" → GPE (0.9961)', 'Span[3:7]: ""Flinders Street Railway Station"" → FAC (0.6838)', 'Span[8:9]: ""Melbourne"" → GPE (0.9983)', 'Span[10:11]: ""Vic"" → GPE (0.9922)']","Sentence[35]: ""['Flinders Street Railway Station, Melbourne, Vic. /', 'Flinders Street Railway Station, Melbourne, Vic. /', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic""/NNP, "".""/., ""/'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic""/NNP, "".""/., ""/'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/SYM, ""a""/DT, ""']""/'']"
IE889875,9917323843607636,"State Theatre & Flinders Street, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[41, 41, 41], [88, 88, 88], [139, 139, 139], [189, 189, 189], [237, 237, 237]]","[41, 41, 41]","[88, 88, 88]","[139, 139, 139]","[189, 189, 189]","[237, 237, 237]","State Theatre & Flinders Street, Melbourne, Vic.","State Theatre & Flinders Street, Melbourne, Vic.",Could not find,,"['Span[1:6]: ""State Theatre & Flinders Street"" → FAC (0.6314)', 'Span[7:8]: ""Melbourne"" → GPE (0.9945)', 'Span[19:20]: ""Melbourne"" → GPE (0.9917)']","Sentence[35]: ""['State Theatre & Flinders Street, Melbourne, Vic.', 'State Theatre & Flinders Street, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""State""/NNP, ""Theatre""/NNP, ""&""/CC, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""State""/NNP, ""Theatre""/NNP, ""&""/CC, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/,, ""a""/DT, ""']""/'']"
IE887089,9917342543607636,"Flinders Streets Station And The Yarra, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[41, 41, 41], [88, 88, 88], [137, 137, 137], [180, 180, 180], [232, 232, 232]]","[41, 41, 41]","[88, 88, 88]","[137, 137, 137]","[180, 180, 180]","[232, 232, 232]","Flinders Streets Station And The Yarra, Melbourne, Vic.","Flinders Streets Station And The Yarra, Melbourne, Vic.",Could not find,,"['Span[1:4]: ""Flinders Streets Station"" → LOC (0.7697)', 'Span[5:7]: ""The Yarra"" → WORK_OF_ART (0.5531)', 'Span[8:9]: ""Melbourne"" → GPE (0.9932)', 'Span[14:20]: ""Flinders Streets Station And The Yarra"" → WORK_OF_ART (0.7079)', 'Span[21:22]: ""Melbourne"" → GPE (0.9789)']","Sentence[37]: ""['Flinders Streets Station And The Yarra, Melbourne, Vic.', 'Flinders Streets Station And The Yarra, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Streets""/NNPS, ""Station""/NNP, ""And""/CC, ""The""/DT, ""Yarra""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Streets""/NNPS, ""Station""/NNP, ""And""/CC, ""The""/DT, ""Yarra""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE870218,9917636863607636,"St. Paul's Cathedral From Under The Clocks, Flinders Street Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[17, 17, 17], [81, 81, 81], [139, 139, 139], [204, 204, 204], [236, 236, 236]]","[17, 17, 17]","[81, 81, 81]","[139, 139, 139]","[204, 204, 204]","[236, 236, 236]","St. Paul's Cathedral From Under The Clocks, Flinders Street Station, Melbourne, Vic.","St. Paul's Cathedral From Under The Clocks, Flinders Street Station, Melbourne, Vic.",Could not find,,"['Span[14:15]: ""Melbourne"" → GPE (0.9996)', 'Span[16:17]: ""Vic."" → GPE (0.9769)', 'Span[20:23]: ""St. Paul\'s"" → ORG (0.4839)', 'Span[33:34]: ""Melbourne"" → GPE (0.9993)', 'Span[35:36]: ""Vic."" → GPE (0.9685)']","Sentence[49]: ""[""St. Paul's Cathedral From Under The Clocks, Flinders Street Station, Melbourne, Vic."", ""St. Paul's Cathedral From Under The Clocks, Flinders Street Station, Melbourne, Vic."", 'Could not find', 'n/a']"" → [""[""""/``, ""St.""/NNP, ""Paul""/NNP, ""'s""/POS, ""Cathedral""/NNP, ""From""/IN, ""Under""/IN, ""The""/DT, ""Clocks""/NNPS, "",""/,, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, """"""/'', "",""/,, """"""/``, ""St.""/NNP, ""Paul""/NNP, ""'s""/POS, ""Cathedral""/NNP, ""From""/IN, ""Under""/IN, ""The""/NNP, ""Clocks""/NNPS, "",""/,, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, """"""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE896878,9917640623607636,"Flinders Street Railway Station, Melbourne.",1920/1954,Rose postcard collection of negatives.,"[[50, 50, 50], [104, 104, 104], [148, 148, 148], [212, 212, 212], [245, 245, 245]]","[50, 50, 50]","[104, 104, 104]","[148, 148, 148]","[212, 212, 212]","[245, 245, 245]","Flinders Street Railway Station, Melbourne.","Flinders Street Railway Station, Melbourne.",Could not find,,"['Span[1:5]: ""Flinders Street Railway Station"" → FAC (0.7861)', 'Span[6:7]: ""Melbourne."" → GPE (0.9946)', 'Span[10:14]: ""Flinders Street Railway Station"" → FAC (0.7763)', 'Span[15:16]: ""Melbourne."" → GPE (0.9922)']","Sentence[29]: ""['Flinders Street Railway Station, Melbourne.', 'Flinders Street Railway Station, Melbourne.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE881333,9917642753607636,"Flinders Street Railway Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[45, 45, 45], [96, 96, 96], [143, 143, 143], [190, 190, 190], [244, 244, 244]]","[45, 45, 45]","[96, 96, 96]","[143, 143, 143]","[190, 190, 190]","[244, 244, 244]","Flinders Street Railway Station, Melbourne, Vic.","Flinders Street Railway Station, Melbourne, Vic.",Could not find,,"['Span[1:5]: ""Flinders Street Railway Station"" → FAC (0.7823)', 'Span[6:7]: ""Melbourne"" → GPE (0.9987)', 'Span[8:9]: ""Vic."" → GPE (0.8130)', 'Span[12:16]: ""Flinders Street Railway Station"" → FAC (0.8022)', 'Span[17:18]: ""Melbourne"" → GPE (0.9967)', 'Span[19:20]: ""Vic."" → GPE (0.7541)']","Sentence[33]: ""['Flinders Street Railway Station, Melbourne, Vic.', 'Flinders Street Railway Station, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE874433,9917655883607636,"Flinders Street Railway Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,"[[43, 43, 43], [95, 95, 95], [146, 146, 146], [209, 209, 209], [252, 252, 252]]","[43, 43, 43]","[95, 95, 95]","[146, 146, 146]","[209, 209, 209]","[252, 252, 252]","Flinders Street Railway Station, Melbourne, Vic.","Flinders Street Railway Station, Melbourne, Vic.",Could not find,,"['Span[1:5]: ""Flinders Street Railway Station"" → FAC (0.7823)', 'Span[6:7]: ""Melbourne"" → GPE (0.9987)', 'Span[8:9]: ""Vic."" → GPE (0.8130)', 'Span[12:16]: ""Flinders Street Railway Station"" → FAC (0.8022)', 'Span[17:18]: ""Melbourne"" → GPE (0.9967)', 'Span[19:20]: ""Vic."" → GPE (0.7541)']","Sentence[33]: ""['Flinders Street Railway Station, Melbourne, Vic.', 'Flinders Street Railway Station, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE869776,9917668693607636,"Main Entrance Flinders Street Railway Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,,,,,,,"Main Entrance Flinders Street Railway Station, Melbourne, Vic.","Main Entrance Flinders Street Railway Station, Melbourne, Vic.",Could not find,,"['Span[1:7]: ""Main Entrance Flinders Street Railway Station"" → FAC (0.6381)', 'Span[8:9]: ""Melbourne"" → GPE (0.9985)', 'Span[10:11]: ""Vic."" → GPE (0.6448)', 'Span[14:20]: ""Main Entrance Flinders Street Railway Station"" → FAC (0.6561)', 'Span[21:22]: ""Melbourne"" → GPE (0.9951)']","Sentence[37]: ""['Main Entrance Flinders Street Railway Station, Melbourne, Vic.', 'Main Entrance Flinders Street Railway Station, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Main""/NNP, ""Entrance""/NNP, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Main""/NNP, ""Entrance""/NNP, ""Flinders""/NNPS, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE870823,9917669073607636,"Flinders Street, Looking West, Melbourne",1920/1954,Rose postcard collection of negatives.,,,,,,,"Flinders Street, Looking West, Melbourne","Flinders Street, Looking West, Melbourne",Could not find,,"['Span[1:3]: ""Flinders Street"" → FAC (0.5425)', 'Span[7:8]: ""Melbourne"" → GPE (0.9820)', 'Span[11:13]: ""Flinders Street"" → LOC (0.5474)', 'Span[17:18]: ""Melbourne"" → GPE (0.9666)']","Sentence[31]: ""['Flinders Street, Looking West, Melbourne', 'Flinders Street, Looking West, Melbourne', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Looking""/VBG, ""West""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Looking""/VBG, ""West""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE894094,9917671763607636,"Flinders Street, Showing State Theatre, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,,,,,,,"Flinders Street, Showing State Theatre, Melbourne, Vic.","Flinders Street, Showing State Theatre, Melbourne, Vic.",Could not find,,"['Span[1:3]: ""Flinders Street"" → FAC (0.4490)', 'Span[8:9]: ""Melbourne"" → GPE (0.9919)', 'Span[14:16]: ""Flinders Street"" → WORK_OF_ART (0.5001)', 'Span[21:22]: ""Melbourne"" → GPE (0.8578)']","Sentence[37]: ""['Flinders Street, Showing State Theatre, Melbourne, Vic.', 'Flinders Street, Showing State Theatre, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Showing""/NNP, ""State""/NNP, ""Theatre""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Showing""/VBG, ""State""/NNP, ""Theatre""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE881581,9917673563607636,"Flinders Street Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,,,,,,,"Flinders Street Station, Melbourne, Vic.","Flinders Street Station, Melbourne, Vic.",Could not find,,"['Span[1:4]: ""Flinders Street Station"" → FAC (0.7794)', 'Span[5:6]: ""Melbourne"" → GPE (0.9988)', 'Span[7:8]: ""Vic."" → GPE (0.7720)', 'Span[11:14]: ""Flinders Street Station"" → FAC (0.6451)', 'Span[15:16]: ""Melbourne"" → GPE (0.9965)', 'Span[17:18]: ""Vic."" → GPE (0.7244)']","Sentence[31]: ""['Flinders Street Station, Melbourne, Vic.', 'Flinders Street Station, Melbourne, Vic.', 'Could not find', 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
